URL_ID,URL,POSITIVE_SCORE,NEGATIVE_SCORE,POLARITY_SCORE,SUBJECTIVITY_SCORE,AVG_SENTENCE_LENGTH,PERCENTAGE_OF_COMPLEX_WORDS,FOG_INDEX,AVG_NUMBER_OF_WORDS_PER_SENTENCE,COMPLEX_WORD_COUNT,WORD_COUNT,SYLLABLE_PER_WORD,PERSONAL_PRONOUNS,AVG_WORD_LENGTH
Netclan20241131,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,9,3,0.4999999583333368,0.05454545429752066,220,0.6045454545454545,88.24181818181819,220,133,220,8.186363636363636,2,8.186363636363636
Netclan20241132,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,4,1,0.599999880000024,0.0256410255095332,195,0.6,78.24000000000001,195,117,195,7.538461538461538,3,7.538461538461538
Netclan20241133,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,11,1,0.8333332638888947,0.04026845624070988,298,0.6174496644295302,119.4469798657718,298,184,298,7.812080536912752,4,7.812080536912752
Netclan20241134,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,4,1,0.599999880000024,0.01915708804920656,261,0.5632183908045977,104.6252873563218,261,147,261,7.524904214559387,5,7.524904214559387
Netclan20241135,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,3,1,0.4999998750000312,0.02739726008632014,146,0.6438356164383562,58.65753424657535,146,94,146,10.58904109589041,3,10.58904109589041
Netclan20241136,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,6,1,0.7142856122449125,0.03846153825021133,182,0.6428571428571429,73.05714285714286,182,117,182,7.851648351648351,2,7.851648351648351
Netclan20241137,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,8,1,0.7777776913580343,0.04787234017089181,188,0.601063829787234,75.4404255319149,188,113,188,7.824468085106383,2,7.824468085106383
Netclan20241138,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,6,3,0.3333332962963004,0.05294117615916955,170,0.5882352941176471,68.23529411764706,170,100,170,7.847058823529411,2,7.847058823529411
Netclan20241139,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,7,4,0.2727272479338866,0.06249999964488637,176,0.6363636363636364,70.65454545454546,176,112,176,7.801136363636363,2,7.801136363636363
Netclan20241140,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,6,2,0.4999999375000079,0.04733727782640664,169,0.6390532544378699,67.85562130177514,169,108,169,7.8698224852071,2,7.8698224852071
Netclan20241141,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,12,1,0.8461537810650938,0.04832713736681361,269,0.5464684014869888,107.8185873605948,269,147,269,7.379182156133829,9,7.379182156133829
Netclan20241142,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,4,1,0.599999880000024,0.02427184454236969,206,0.6213592233009708,82.64854368932039,206,128,206,8.131067961165048,6,8.131067961165048
Netclan20241143,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,6,9,-0.1999999866666676,0.04373177829815808,343,0.5568513119533528,137.4227405247813,343,191,343,7.201166180758017,5,7.201166180758017
Netclan20241144,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,12,4,0.4999999687500019,0.06866952760227671,233,0.5579399141630901,93.42317596566524,233,130,233,7.549356223175966,3,7.549356223175966
Netclan20241145,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,15,3,0.6666666296296316,0.05980066425315394,301,0.6013289036544851,120.6405315614618,301,181,301,7.6843853820598,14,7.6843853820598
Netclan20241146,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,12,3,0.5999999600000027,0.05725190817842783,262,0.5458015267175572,105.018320610687,262,143,262,7.484732824427481,9,7.484732824427481
Netclan20241147,https://insights.blackcoffer.com/real-estate-data-warehouse/,7,1,0.7499999062500118,0.02930402919668854,273,0.5531135531135531,109.4212454212454,273,151,273,7.6007326007326,3,7.6007326007326
Netclan20241148,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,7,2,0.5555554938271674,0.03333333320987655,270,0.562962962962963,108.2251851851852,270,152,270,7.859259259259259,10,7.859259259259259
Netclan20241149,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,5,1,0.6666665555555741,0.02884615370747041,208,0.5961538461538461,83.43846153846154,208,124,208,7.432692307692307,2,7.432692307692307
Netclan20241150,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,5,3,0.2499999687500039,0.0382775117785765,209,0.5645933014354066,83.82583732057417,209,118,209,7.344497607655502,2,7.344497607655502
Netclan20241151,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,7,1,0.7499999062500118,0.0399999998,200,0.61,80.24400000000001,200,122,200,7.68,2,7.68
Netclan20241152,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,7,1,0.7499999062500118,0.0404040401999796,198,0.6111111111111112,79.44444444444446,198,121,198,7.611111111111111,2,7.611111111111111
Netclan20241153,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,6,1,0.7142856122449125,0.03465346517498285,202,0.599009900990099,81.03960396039605,202,121,202,7.648514851485149,2,7.648514851485149
Netclan20241154,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,5,1,0.6666665555555741,0.03174603157806333,189,0.582010582010582,75.83280423280424,189,110,189,7.523809523809524,2,7.523809523809524
Netclan20241155,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,6,1,0.7142856122449125,0.03684210506925208,190,0.6,76.24,190,114,190,7.589473684210526,2,7.589473684210526
Netclan20241156,https://insights.blackcoffer.com/marbles-stimulation-using-python/,5,2,0.4285713673469475,0.03083700426944051,227,0.5066079295154186,91.00264317180617,227,115,227,6.92511013215859,4,6.92511013215859
Netclan20241157,https://insights.blackcoffer.com/stocktwits-data-structurization/,13,10,0.1304347769376184,0.03668261557147908,627,0.4370015948963317,250.9748006379585,627,274,627,7.11164274322169,8,7.11164274322169
Netclan20241158,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,12,6,0.3333333148148158,0.04444444433470508,405,0.5851851851851851,162.2340740740741,405,237,405,7.308641975308642,7,7.308641975308642
Netclan20241159,https://insights.blackcoffer.com/population-and-community-survey-of-america/,14,9,0.2173912948960307,0.03616352195571773,636,0.4937106918238994,254.5974842767296,636,314,636,6.875786163522013,5,6.875786163522013
Netclan20241160,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,21,18,0.0769230749506904,0.04411764700891669,884,0.5316742081447964,353.8126696832579,884,470,884,7.057692307692307,9,7.057692307692307
Netclan20241161,https://insights.blackcoffer.com/healthcare-data-analysis/,8,7,0.06666666222222252,0.06726457368939653,223,0.5650224215246636,89.42600896860988,223,126,223,7.659192825112108,13,7.659192825112108
Netclan20241162,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,3,1,0.4999998750000312,0.02919708007885343,137,0.6277372262773723,55.05109489051095,137,86,137,8.211678832116789,2,8.211678832116789
Netclan20241163,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,5,1,0.6666665555555741,0.03278688506673833,183,0.5628415300546448,73.42513661202186,183,103,183,7.622950819672131,3,7.622950819672131
